,title,total_votes,mean_vote
74717,Brides to Be,122,5.5
74718,Mrs. Scooter,185,7.0
74719,Soue Tafahom,735,8.7
74720,Safety First: The Movie,807,6.0
74721,Flora,518,4.9
74722,Supercon,732,4.1
74723,Superwelt,113,6.2
74724,Killing Joan,185,3.4
74725,HoneyBee,1842,7.8
74726,Woking-geol,285,6.5
74727,Toz Ruhu,303,5.7
74728,Non accettare i sogni dagli sconosciuti,120,4.8
74729,No Deposit,8461,5.8
74730,El Jeremías,648,7.5
74731,Dave Made a Maze,5352,6.3
74732,Barmen,457,5.6
74733,Kod Adi K.O.Z.,27100,2.5
74734,Ju-on: Za fainaru,716,4.9
74735,55 passi,1985,7.2
74736,The Trail to Oregon!,308,8.4
74737,Luna de miel,1023,4.9
74738,The Playground,129,5.9
74739,The Marker,279,5.9
74740,Ask Olsun,512,5.5
74741,Calm with Horses,1260,6.9
74742,Chronically Metropolitan,1005,5.4
74743,1/2 New Year,160,7.0
74744,AWOL,1092,5.7
74745,Down Under,766,5.9
74746,Canterville - Un fantasma per antenato,240,4.6
74747,Yom Maloosh Lazmah,489,5.2
74748,Brasserie Valentijn,855,4.6
74749,Dohchay,509,6.3
74750,Terminal,18379,5.6
74751,Shaft,41924,6.6
74752,When the Day Had No Name,129,5.4
74753,The Gracefield Incident,2077,4.4
74754,Zhenshchiny protiv muzhchin,416,3.6
74755,Bodysnatch,195,3.8
74756,Juveniles,137,6.4
74757,Cinquanta sfumature di nero,89375,5.2
74758,American Woman,4552,6.8
74759,Nefesim Kesilene Kadar,510,5.9
74760,Les anarchistes,806,6.1
74761,The Bouncer,196,7.2
74762,"Connasse, princesse des coeurs",1172,5.7
74763,Sieranevada,4318,7.3
74764,Fatima,1330,6.5
74765,Smrt u Sarajevu,969,6.4
74766,Le nuove avventure di Aladino,1942,5.0
74767,Les ogres,686,6.9
74768,Sahara,2331,5.8
74769,La taularde,281,6.3
74770,"Un po', tanto, ciecamente",5894,6.8
74771,La vanité,216,6.5
74772,The Endless River,132,5.3
74773,Going to Brazil,628,5.8
74774,Cessez-le-feu,374,6.0
74775,Hero,2219,4.3
74776,Katti Batti,2694,5.2
74777,Peace to Us in Our Dreams,373,6.2
74778,Scare Campaign,2951,5.9
74779,Certain Women,11712,6.2
74780,Paddington 2,58049,7.9
74781,Un'estate da cani - Il ritorno di Zeus,122,5.3
74782,Genesis,898,3.5
74783,Arlo: The Burping Pig,104,4.8
74784,Guruldayan Kalpler,299,5.8
74785,Numb,2433,5.8
74786,Abnormal Attraction,2241,8.2
74787,Paridan az ertefa kam,175,5.7
74788,Mafiya: Igra na vyzhivanie,2719,6.0
74789,Zui sheng meng si,439,7.2
74790,Mythri,283,7.9
74791,Mitwaa,136,7.0
74792,Rokuyon: Zenpen,293,6.5
74793,Rokuyon: Kôhen,240,6.3
74794,Chosun Masoolsa,557,6.6
74795,Fireman,859,6.4
74796,Syndicate Smasher,526,8.2
74797,The Virgin Psychics,718,5.4
74798,Ali Mizah wa Ibrahim,611,6.9
74799,40 Nights,466,2.7
74800,Perdidos,235,4.3
74801,Prey for Death,153,3.9
74802,Pitching Love and Catching Faith,117,5.0
74803,Tank 432,1795,3.3
74804,Fingerpori,183,4.1
74805,Amleto,1903,8.6
74806,Deadly Voltage,200,3.1
74807,Cosmos,3085,6.6
74808,Cinquanta sfumature di rosso,53182,5.0
74809,Attack of the Killer Donuts,1354,4.1
74810,La notte che mia madre ammazzó mio padre,1363,6.4
74811,That's Not Us,528,6.8
74812,Meikurûmu,137,6.5
74813,Giant Little Ones,5281,7.3
74814,National Theatre Live: Treasure Island,264,7.1
74815,Gifted - Il dono del talento,95816,7.8
74816,Casa Casinò,39640,5.7
74817,Las tetas de mi madre,160,6.6
74818,Moth,724,5.6
74819,Tikkun,422,6.5
74820,Tonio,1163,7.0
74821,Spangas in actie,134,5.1
74822,Mobile Suit Gundam - The Origin I,423,7.6
74823,Padesátka,206,5.5
74824,The Funhouse Massacre,3236,5.4
74825,Nian nian,357,6.6
74826,Je suis un soldat,317,5.9
74827,Caught,605,4.7
74828,Shimla Mirchi,1011,4.9
74829,Saved by Grace,423,6.7
74830,The Receptionist,181,7.0
74831,Chiudi gli occhi,10325,5.6
74832,Memorias de un hombre en pijama,116,5.7
74833,Hame Chiz Baraye Foroosh,162,5.6
74834,Le leggi del desiderio,223,5.1
74835,Un traductor,557,7.2
74836,Top Coat Cash,266,6.2
74837,You're My Boss,222,5.7
74838,Kokoro ga sakebitagatterunda.,4117,7.5
74839,My Pure Land,257,6.8
74840,The Yearly Harvest,115,6.3
74841,Grindsploitation,167,4.8
74842,You're Killing Me,321,5.3
74843,Lift Me Up,598,5.9
74844,Até que a Sorte nos Separe 3: A Falência Final,585,5.2
74845,Immenhof - L'avventura di un'estate,104,5.9
74846,Search Engines,173,4.1
74847,La Holandesa,290,6.5
74848,Condorito missione spaziale,757,5.9
74849,Tout de suite maintenant,287,5.7
74850,Final Portrait - L'arte di essere amici,4799,6.4
74851,Interrogation - Colpo esplosivo,1537,5.3
74852,Atroz (Atrocious),435,5.6
74853,Ice Breaker,108,6.6
74854,Placa de Acero,123,6.3
74855,Fun Size Horror: Volume One,317,5.0
74856,Cyber Case - L'ombra del passato,337,5.3
74857,Khali the Killer,236,4.2
74858,Honor Thy Father,263,7.9
74859,Dreamy,143,3.6
74860,Gehenna: Where Death Lives,1570,5.2
74861,We've Forgotten More Than We Ever Knew,404,5.4
74862,Dia de Muertos,423,5.1
74863,Ek Paheli Leela,1651,4.4
74864,Maze Runner - La rivelazione,107184,6.5
74865,Proprio lui?,98506,6.4
74866,Rettet Raffi!,164,7.0
74867,Mylanchi Monjulla Veedu,106,4.5
74868,The Meddler,11482,6.3
74869,Dirty Politics,554,3.0
74870,Aaaaaaaah!,835,4.7
74871,El Soborno del Cielo,113,6.7
74872,On Air: Storia di un Successo,375,8.2
74873,Emelie,13135,5.4
74874,Il film Pokémon - Hoopa e lo scontro epocale,1286,6.3
74875,The Prodigy - Il figlio del male,22022,6.0
74876,God's Club,261,4.8
74877,Death-Scort Service,130,5.3
74878,Herogiri,200,4.9
74879,Panj Setareh,272,5.2
74880,Arrête ton cinéma!,165,5.0
74881,Joseon Myungtamjung: Nobui Ddal,444,6.5
74882,Le coeur régulier,122,5.9
74883,In viaggio con Jacqueline,2137,6.9
74884,Niyazi Gül al galoppo,2744,4.6
74885,Unsere Zeit ist jetzt,411,6.4
74886,The Wasting,122,5.1
74887,Nacida para ganar,332,5.0
74888,Ouzeri Tsitsanis,1388,6.7
74889,Senden Bana Kalan,2365,7.0
74890,The Rift: Dark Side of the Moon,1329,3.6
74891,"Il buono, il brutto e il morto",1986,4.4
74892,Chor gei,595,6.5
74893,Sashimi,342,2.3
74894,Manifesto,5590,6.8
74895,Maha Maha,109,7.9
74896,Badmashiyaan,129,5.0
74897,Aadu,1066,7.3
74898,Bheetu: Coward,188,6.3
74899,Navy Seals - Attacco a New Orleans,1882,3.5
74900,Hey Bro,135,4.3
74901,Emeryville,2656,7.5
74902,La scelta,3732,6.7
74903,Smartass,534,5.1
74904,Café Society,69058,6.6
74905,Gour Hari Dastaan: The Freedom File,498,7.8
74906,"Tim Timmerman, Hope of America",281,7.1
74907,Terror Birds,255,4.0
74908,La tour 2 contrôle infernale,670,4.2
74909,Necktie Youth,124,6.5
74910,Il Tesoro,2644,6.6
74911,ABCs of Superheroes,106,5.4
74912,Another WolfCop,1121,5.3
74913,Benji the Dove,790,9.3
74914,Martin Eden,2641,6.6
74915,El rey de La Habana,494,6.4
74916,Bethany,1039,5.4
74917,Zazy,141,6.6
74918,Evliya Çelebi ve Ölümsüzlük Suyu,202,5.6
74919,Un posto sicuro,144,5.5
74920,Restoration,890,4.4
74921,Kalandar Sogugu,1483,7.7
74922,Albion: The Enchanted Stallion,1351,5.7
74923,Headgame,692,4.4
74924,Abandoned,2379,6.4
74925,Against the Wild: Viaggio attraverso il Serengeti,439,5.7
74926,Check Point,924,3.7
74927,Mudras Calling,1217,9.2
74928,Mandira Filozofu Istanbul,1701,6.1
74929,Umi no futa,114,6.3
74930,Last Girl Standing,1132,5.1
74931,Morgan,38340,5.9
74932,Darkness Reigns,556,7.0
74933,Beauty Mark,353,7.4
74934,Frozen II - Il segreto di Arendelle,122760,7.1
74935,Tales from the Lodge,352,5.3
74936,Marseille,340,5.2
74937,Selam: Bahara Yolculuk,4086,8.9
74938,Valley of the Gods,270,4.8
74939,Jil,334,6.1
74940,Chicuarotes,1711,6.7
74941,Fun Size Horror: Volume Two,124,5.2
74942,Warfighter,1149,6.3
74943,Comboio de Sal e Açucar,104,6.6
74944,Az állampolgár,713,7.2
74945,West Virginia Stories,426,6.9
74946,Scales: Mermaids Are Real,561,4.9
74947,Defective,376,3.9
74948,Amore Mio,453,5.9
74949,Il volto della verità,3556,5.5
74950,God of Thunder,335,3.1
74951,Monster: The Prehistoric Project,126,2.0
74952,Tex Montana Will Survive!,289,6.4
74953,¡Asu Mare! 2,352,5.8
74954,Starfish,390,6.9
74955,Even Lovers Get the Blues,243,5.8
74956,Nae yeonaeui gieok,104,6.4
74957,Overlord,80870,6.7
74958,Côpusu pâtî,371,5.2
74959,Road Wars - Benvenuto all'inferno!,673,3.2
74960,I Spit on Your Grave 3: Vengeance Is Mine,11380,5.4
74961,Mercenaire,637,6.5
74962,Je compte sur vous,363,5.6
74963,Kyôkai no Kanata: kako-hen,350,7.0
74964,Pattaya,1364,5.0
74965,Nonno questa volta è guerra,1377,5.4
74966,Fat Chance,118,6.4
74967,Iran Burger,385,4.7
74968,Buffalo,121,4.0
74969,Califórnia,656,7.1
74970,Rokhe Divaneh,1621,7.1
74971,Sophie and the Rising Sun,1146,6.8
74972,Robin Hood - L'origine della leggenda,60708,5.5
74973,Man Diego Maradona hastam,657,5.9
74974,Chung fung che,507,6.3
74975,In the Dark,162,4.7
74976,Dilwale,30755,5.8
74977,La solita commedia: Inferno,247,5.1
74978,Né Giulietta né Romeo,229,6.2
74979,Onthakan,608,5.4
74980,Kavkazskaya plennitsa!,417,1.3
74981,The Monster Project,2694,4.8
74982,Cocaine - La vera storia di White Boy Rick,24478,6.5
74983,Manhunt,2614,5.4
74984,Unless - A meno che,209,5.6
74985,Shajarur Kanta,162,5.7
74986,Collider,284,4.2
74987,Cries of the Unborn,116,1.8
74988,In Full Bloom - I fiori della rabbia,903,7.9
74989,Tout schuss,260,4.2
74990,Ricomincio da noi,5407,7.0
74991,Berserker,132,6.3
74992,Kyôkai no Kanata: mirai-hen,544,7.6
74993,Marija,163,6.6
74994,You Too Brutus,198,5.4
74995,Aap wong,352,4.8
74996,Buried,191,6.9
74997,A Fábrica de Nada,759,7.2
74998,Paradox,3104,4.8
74999,Miss Sloane - Giochi di potere,61749,7.6
75000,Uvaa,135,5.9
75001,Seconds,112,6.0
75002,Project Eden: Vol. I,382,4.0
75003,Linda de Morrer,287,5.0
75004,Viaje,226,6.5
75005,Jess & James,487,5.6
75006,Tri bogatyrya: Khod konem,445,5.3
75007,My Honor Was Loyalty,1019,5.0
75008,Sardaar Gabbar Singh,2195,5.5
75009,Zuo er,368,5.7
75010,Les oiseaux de passage,136,6.8
75011,Komban,572,6.1
75012,Death Forest,421,1.8
75013,La ragazza che sapeva troppo,52975,6.7
75014,My Guardian Angel,516,5.7
75015,I Kill Giants,25343,6.2
75016,El elegido,755,6.7
75017,Death Forest 2,406,1.7
75018,Katie Says Goodbye,1519,6.9
75019,Eliten,108,6.2
75020,The Standoff,899,5.9
75021,Animali notturni,229418,7.5
75022,My Blind Brother,3542,6.1
75023,Un petit boulot,1562,6.5
75024,Paradise,1545,7.1
75025,King Dave,435,7.0
75026,Dobaara: See Your Evil,306,5.3
75027,BorderCross,111,4.5
75028,Jeruzalem,8173,4.9
75029,3 Storeys,331,7.3
75030,La mano invisible,133,6.2
75031,Happy Go Lucky,147,7.0
75032,Ennum Eppozhum,624,5.8
75033,Männertag,295,5.1
75034,Girl from Nowhere,240,4.9
75035,Milada,924,6.5
75036,L'ora più buia,165715,7.5
75037,Un angelo a Natale,1617,5.7
75038,El rei borni,543,6.9
75039,Seven Days: Monday - Thursday,350,7.0
75040,Altitude: Paura ad alta quota,3001,4.0
75041,2538 alter ma jib,371,6.8
75042,Khuen nan,200,5.7
75043,Yes or No 2.5,180,6.5
75044,Barkhaa,294,5.9
75045,Oru Vadakkan Selfie,2501,6.8
75046,Armed Response,2199,4.1
75047,Dolce vendetta,2721,5.9
75048,Loserville,466,7.1
75049,Crown Vic,3025,6.6
75050,Bizim Hikaye,437,6.5
75051,Azazil: Dügüm,265,4.1
75052,Downhill,5529,4.7
75053,Egon Schiele,1042,6.7
75054,Ae Dil Hai Mushkil,20346,5.9
75055,Housefull 3,7892,5.7
75056,Prizrak,771,6.6
75057,This Beautiful Fantastic,9105,7.2
75058,Red Zone - 22 miglia di fuoco,62874,6.3
75059,Birdland,121,3.8
75060,The Last Witch,102,3.8
75061,Webcam,113,7.2
75062,Prithvi,253,8.2
75063,O Amor É Lindo... Porque Sim!,125,5.2
75064,First Man on Mars,298,6.7
75065,Il cittadino illustre,9190,7.5
75066,Dreamland,497,5.9
75067,Oflu Hoca'nin Sifresi,957,4.7
75068,Jesse James: Lawman,247,2.8
75069,Seven Days: Friday - Sunday,295,7.0
75070,Trevor Noah: The Nationwild Comedy Tour,114,3.6
75071,Child Eater,853,4.9
75072,Un uragano all'improvviso,12606,4.9
75073,Sorceress,100,4.6
75074,Mega Shark vs. Kolossus,1396,3.2
75075,Gray Matter,275,3.4
75076,Cosmic Sex,625,4.5
75077,Born Guilty,153,4.2
75078,The Mind's Eye,1725,4.7
75079,Noem My Skollie: Call Me Thief,196,8.3
75080,Kozje usi,145,7.4
75081,Property of the State,100,8.8
75082,Orizont,250,6.5
75083,Teorie tygra,592,7.3
75084,Blind Sun,325,5.8
75085,It's Not My Fault and I Don't Care Anyway,146,5.5
75086,Tombiruo,493,7.5
75087,Simon sagt 'Auf Wiedersehen' zu seiner Vorhaut,101,6.3
75088,Un mostro dalle mille teste,926,6.6
75089,Woodland,123,5.9
75090,Ho ucciso Napoleone,303,5.6
75091,The Haunted,196,3.9
75092,Boston: Caccia all'uomo,87984,7.4
75093,Alba,337,6.9
75094,Mother Krampus 2: Slay Ride,158,4.5
75095,Il libro di Henry,23280,6.9
75096,Zan men jie hun ba,161,5.7
75097,Pushing Dead,304,7.0
75098,Techo y comida,814,7.1
75099,Dispatch,310,5.4
75100,Sleight - Magia,7692,6.0
75101,La mujer de los perros,173,6.2
75102,Uchilka,306,5.9
75103,Beneath the Leaves,1248,5.8
75104,American Bad Boy,114,4.7
75105,Ritorno al bosco dei 100 acri,65938,7.5
75106,Prayer Never Fails,146,5.3
75107,Custody - Bambini contesi,1017,6.6
75108,Soredake,104,6.1
75109,Soldato semplice,129,5.6
75110,Comment c'est loin,1474,7.1
75111,ClownTown,1294,4.2
75112,Kothanodi,223,7.8
75113,Timm Thaler oder das verkaufte Lachen,284,6.1
75114,Reversion,145,5.4
75115,Rupture,6180,4.9
75116,To Kalesma,277,8.1
75117,Behind the Walls,228,3.4
75118,Kaze no iro,151,5.9
75119,Cease Fire 2,461,4.4
75120,Nitro Rush,331,5.2
75121,Mannenharten 2,813,5.7
75122,Figüran,135,4.9
75123,The Witch Files,806,4.8
75124,Coffee Ani Barach Kahi,365,5.4
75125,Haram,168,4.6
75126,Aftermath - La vendetta,21375,5.7
75127,Imperfections,230,5.9
75128,Alice: Boy from Wonderland,193,6.5
75129,Bhaskar the Rascal,830,5.9
75130,Klovn Forever,4055,6.3
75131,A Night of Horror: Volume 1,411,4.5
75132,Tsunambee: The Wrath Cometh,175,2.8
75133,Showdown in Manila,1626,3.7
75134,Eliminators,3591,5.7
75135,Gli eroi del Natale,6189,6.7
75136,Unleashed,1362,6.8
75137,Carrossel: O Filme,247,5.5
75138,The Body Tree,414,4.4
75139,Inkarnacija,316,5.4
75140,Saint Amour,1242,6.0
75141,bwoy,144,5.6
75142,Kunjiramayanam,987,6.5
75143,I Love You Both,462,4.6
75144,Karachi se Lahore,1267,7.3
75145,The Last House,120,3.3
75146,Xi you ji zhi: Sun Wukong san da Baigu Jing,2778,6.1
75147,Mihrez: Cin Padisahi,287,4.7
75148,A Christmas Star,830,5.7
75149,Sole alto,3193,7.0
75150,Population Zero,817,6.2
75151,The Radiant One,223,7.3
75152,Highway,128,6.1
75153,Blood Money,721,7.1
75154,Chi-Raq,8954,5.7
75155,Darc,3512,6.1
75156,Los exiliados románticos,356,6.5
75157,Les amigues de l'Àgata,169,6.1
75158,Copia originale,44631,7.1
75159,The Devil's Toy Box,221,4.6
75160,Cuor di León,183,6.8
75161,Nae sim-jang-eool sswa-la,315,7.4
75162,Aswar al-Qamar,304,6.1
75163,S/O Satyamurthy,3411,7.3
75164,Rana Vikrama,495,7.4
75165,María (y los demás),678,7.1
75166,Cuernavaca,219,5.5
75167,Iona,288,5.4
75168,Chalk N Duster,622,7.1
75169,Guardians - Il risveglio dei guardiani,11415,4.3
75170,Senpai to kanojo,133,3.6
75171,De helleveeg,954,7.0
75172,Haze,444,7.1
75173,Trolling,277,6.4
75174,Human Traces,107,6.3
75175,Sick for Toys,545,5.1
75176,Köpek,224,6.8
75177,Amor Impossível,398,6.4
75178,LiveJustine,1026,6.5
75179,The Silence,261,7.5
75180,Men Go to Battle,305,5.5
75181,Cabaret Maxime,105,6.4
75182,Deadman Apocalypse,200,3.0
75183,Kút,1331,7.0
75184,Cuore artico,930,5.3
75185,Blame,2415,6.0
75186,Paralytic,157,5.1
75187,Romantic Schemer,178,7.0
75188,Essex Boys: Law of Survival,734,5.0
75189,Etiquette for Mistresses,144,5.4
75190,Ishqedarriyaan,143,5.7
75191,Devil's Gate,4674,5.2
75192,Em Nome da Lei,187,6.6
75193,Hjartasteinn,4383,7.5
75194,Lu Bian Ye Can,2914,7.3
75195,No One,270,6.3
75196,Hayored Lema'ala,300,8.5
75197,Peterloo,3616,6.4
75198,Appuntamenti pericolosi,432,5.2
75199,Kuudes kerta,384,4.6
75200,Äkkilähtö,404,5.7
75201,Access All Areas,191,5.3
75202,The Perfect Weapon,1431,3.6
75203,Encore heureux,283,5.6
75204,Boruto: Naruto the Movie,8038,8.2
75205,Last Ones Out,199,4.7
75206,Ak-ui yeon-dae-gi,1353,6.9
75207,Un etaj mai jos,808,6.5
75208,Nanak Shah Fakir,317,8.5
75209,Broken,268,5.7
75210,Baires,192,4.1
75211,La pazza gioia,8212,7.3
75212,Curioso come George 3 - Ritorno nella giungla,469,5.9
75213,La battaglia dei sessi,48640,6.7
75214,Above the Shadows,1618,6.2
75215,Luo man di ke xiao wang shi,1321,7.0
75216,Wolves - Il campione,1075,5.8
75217,God's Compass,192,6.6
75218,Resham Filili,105,6.4
75219,Slipaway,179,7.8
75220,What's the Matter with Gerald?,1073,7.2
75221,Cicogne in missione,54796,7.0
75222,Hack House,149,4.6
75223,Ottaal,542,8.5
75224,Szatan kazal tanczyc,196,3.9
75225,The Other Half,787,5.7
75226,Amis publics,377,5.1
75227,Louis-Ferdinand Céline,106,5.4
75228,Odnoy levoy,401,4.8
75229,The Bone Box,105,3.8
75230,Spaghettiman,376,5.6
75231,Flight World War II,1527,4.7
75232,2 Jennifer,325,3.3
75233,Pastori e macellai,2300,6.9
75234,Los Domirriqueños,192,7.3
75235,The Breakup Playlist,263,6.4
75236,Bamse och häxans dotter,231,6.4
75237,Le secret de la chambre noire,790,5.6
75238,A zori zdes tikhie...,1245,6.9
75239,Zanqat Sittat,232,5.7
75240,Being Charlie,3909,6.5
75241,Virgin Cheerleaders in Chains,151,4.9
75242,Fast & Furious 8,199388,6.8
75243,The Texture of Falling,1388,8.2
75244,Bloody Crayons,150,6.4
75245,I nostri amanti,3483,7.0
75246,Io danzerò,2157,6.6
75247,The Charnel House,1158,5.0
75248,La fratellanza,68750,7.5
75249,Spider-Man: Un nuovo universo,335892,8.4
75250,Kolah Ghermezi Va Bache Nane,360,6.5
75251,Beast No More,242,6.1
75252,La corona partida,546,7.1
75253,Sandook,105,6.8
75254,Tra la terra e il cielo,22684,8.3
75255,Wrong No.,1752,7.4
75256,Schweinskopf al dente,1115,7.0
75257,Taklub,192,6.1
75258,Mu-roe-han,447,6.2
75259,Las elegidas,1750,6.8
75260,Nahid,1470,6.5
75261,Atop the Fourth Wall: The Movie,231,4.1
75262,Chauthi Koot,235,6.9
75263,Madonna,163,6.3
75264,Onnenonkija,406,5.7
75265,Tyttö nimeltä Varpu,723,6.8
75266,Orenji,1148,7.1
75267,Fräulein: una fiaba d'inverno,157,5.9
75268,The Truth Commissioner,170,5.7
75269,Pyromanen,748,6.0
75270,Bigfoot the Movie,167,6.8
75271,Problemu Tvarkytojas,124,6.0
75272,"A Woman, a Part",416,5.8
75273,Braid,2513,5.4
75274,La confessione di un marito,182,6.3
75275,Viaggio in Groenlandia,1001,6.5
75276,Ansatsu kyôshitsu: sotsugyô hen,623,5.9
75277,Todd McFarlane's Spawn 2,795,8.1
75278,Todd McFarlane's Spawn 3: The Ultimate Battle,674,8.0
75279,Riot - In rivolta,2627,5.5
75280,Trautmann,2942,7.4
75281,Jackson Durai,277,6.2
75282,Warrior Savitri,457,7.7
75283,Night Pulse,131,6.3
75284,Filosofi Kopi,604,7.4
75285,Dans les forêts de Sibérie,985,7.1
75286,The Violin Player,317,7.1
75287,Pedro galletto coraggioso,892,6.2
75288,Se Dio vuole,3451,6.8
75289,Bin Roye,1568,7.8
75290,Monkey King: The Hero is Back,3654,7.2
75291,Calamity Jane's Revenge,120,2.8
75292,La verità negata,18734,6.4
75293,È solo la fine del mondo,20242,7.0
75294,Srochno vyydu zamuzh,118,5.3
75295,Dall'altra parte,679,7.0
75296,Le confessioni,1509,6.2
75297,Cha-i-na-ta-un,1483,6.9
75298,Chandrettan Evideya,554,6.1
75299,Last Man Club,134,6.0
75300,Harriet,16802,6.6
75301,Summer Forever,183,6.5
75302,Almost Christmas - Vacanze in famiglia,5724,6.4
75303,Kingsman: Il cerchio d'oro,262328,6.8
75304,Voin,437,2.5
75305,L'estate addosso,1481,6.3
75306,Every 21 Seconds,130,5.5
75307,Qui non è successo nulla,604,6.5
75308,BookendS,112,5.8
75309,Wedding Pullav,179,4.7
75310,Resa dei conti,8297,4.7
75311,Tschiller: Off Duty,1576,4.0
75312,Bad Moms: Mamme molto cattive,111046,6.4
75313,Camera Store,1479,7.7
75314,Rokjesdag,726,5.3
75315,Razbudi menya,186,6.2
75316,The Warriors Gate,4325,5.7
75317,Kungen av Atlantis,635,8.5
75318,Tutto ciò che voglio,10212,6.9
75319,Driving Miss Daisy,165,7.7
75320,Aurélie Laflamme: Les pieds sur terre,101,6.8
75321,Easy - Un viaggio facile facile,639,6.8
75322,The Drowning,2794,4.5
75323,Quality Problems,125,6.6
75324,Demon Hole,223,4.1
75325,Swing Away,391,5.9
75326,Bernard and Huey,247,5.9
75327,Die Reise mit Vater,464,7.6
75328,Miles Between Us,175,7.5
75329,Amanush 2,164,6.3
75330,Timepass 2,372,4.3
75331,Cemetery Legend,127,8.8
75332,Zai shi jie de zhong xin hu huan ai,134,4.7
75333,Drifter,751,4.0
75334,The Broken Key,307,3.4
75335,Qualquer Gato Vira-Lata 2,288,5.7
75336,Yi wan nian yi hou,193,5.1
75337,Nijû seikatsu,133,5.8
75338,He yi sheng xiao mo,267,4.5
75339,Min faster i Sarajevo,126,7.2
75340,Belaseshe,2149,8.6
75341,Kadambari,263,7.4
75342,Der kommer en dag,3448,8.0
75343,Fiore ribelle,234,7.8
75344,The Limit Of,251,7.9
75345,Brave New Jersey,459,5.6
75346,Invisible,122,5.6
75347,Apprentice,1453,6.6
75348,The Bad Education Movie,6333,5.9
75349,Terror 5,144,4.4
75350,Left Behind: Vanished - Next Generation,622,4.8
75351,Un weekend al limite,3786,5.9
75352,Sable,2163,4.6
75353,Suocero scatenato,6132,5.8
75354,Beautiful Devils,151,7.2
